"CUSP_ID","LONGITUDE","LATITUDE","ELAPSED_DAYS","MAG","DEPTH","YEAR","MONTH","DAY","HOUR","MINUTE","SECOND"
3371071,172.170238240823,-43.4637062325814,8.844191622,2.623,5,2010,9,12,12,51,19.44717
3371091,172.162630615545,-43.5020245864389,8.8808723,3.695,9.8658,2010,9,12,13,44,8.6577
3371105,172.64927403277,-43.5817989333349,8.901048608,3.333,6.078,2010,9,12,14,13,11.89069
3371110,172.381106001368,-43.6108347941629,8.910601399,2.652,5,2010,9,12,14,26,57.25187
3371145,172.475829740125,-43.6170819676619,8.965337154,3.548,16.1349,2010,9,12,15,45,46.42111
3371150,172.387590032197,-43.5634704253562,8.975281557,2.888,5,2010,9,12,16,0,5.61748
3371168,172.331623038809,-43.5639875911852,9.009477966,2.938,5,2010,9,12,16,49,20.18727
3371197,172.310538275067,-43.5228270677788,9.067658224,2.774,5,2010,9,12,18,13,6.96154
3371222,172.010683635078,-43.5585903088086,9.119649567,3.003,13.0892,2010,9,12,19,27,59.01356
3371231,172.501055817321,-43.607670878009,9.138212018,4.087,9.1791,2010,9,12,19,54,42.80933
3371237,172.26282828116,-43.5953781532203,9.149791464,3.042,12,2010,9,12,20,11,23.27346
3371241,172.393316862298,-43.5676231541693,9.157783522,3.496,6.7932,2010,9,12,20,22,53.78727
3371244,172.468048520611,-43.6356778839399,9.165571354,2.961,5,2010,9,12,20,34,6.65598
3371248,171.957842693854,-43.5484380219171,9.173540672,2.825,5,2010,9,12,20,45,35.20508
3371253,172.19243500589,-43.543842240002,9.187489755,4.148,7.0457,2010,9,12,21,5,40.40581
3371263,172.205436253867,-43.625799028044,9.212096466,2.695,5,2010,9,12,21,41,6.42564
3371264,172.213382986997,-43.6178154477038,9.215222767,3.618,9.0207,2010,9,12,21,45,36.5381
3371266,172.097578126602,-43.5809798626278,9.21866434,3.694,8.0808,2010,9,12,21,50,33.88993
3371267,172.106946558949,-43.5973544191468,9.220677895,3.209,5,2010,9,12,21,53,27.86113
3371268,172.337001325385,-43.5372583632004,9.223120485,2.736,5,2010,9,12,21,56,58.90092
3371295,172.156570347438,-43.4654700273405,9.247035335,2.566,5,2010,9,12,22,31,25.14397
3371291,172.267237035504,-43.5521646432286,9.253029272,3.262,12.63,2010,9,12,22,40,3.02005
3371287,172.333616695573,-43.6137477841006,9.258383319,2.984,5,2010,9,12,22,47,45.60976
3371299,172.384905361142,-43.5915571484185,9.281782677,2.869,5,2010,9,12,23,21,27.31427
3371302,172.412726083614,-43.6037002419806,9.287981784,2.367,5,2010,9,12,23,30,22.91712
3371309,172.408148018443,-43.5381679904517,9.29940929,2.603,13.0606,2010,9,12,23,46,50.25361
3371317,172.497469420666,-43.6220114409906,9.311906633,3.59,8.9024,2010,9,13,0,4,50.02412
3371319,172.185152999216,-43.5035816116702,9.31528115,2.615,5,2010,9,13,0,9,41.58232
3371323,172.990003451504,-43.6095363783086,9.325921015,2.953,12,2010,9,13,0,25,0.86671
3371325,171.99272267855,-43.5728371548316,9.330208102,2.821,5,2010,9,13,0,31,11.271
3371326,172.305494119679,-43.5551560012215,9.332015974,2.723,5,2010,9,13,0,33,47.47111
3371329,172.468239652318,-43.6379199329758,9.341176554,2.189,5,2010,9,13,0,46,58.94527
3371335,172.52707574081,-43.5411927433067,9.354134723,4.147,14.923,2010,9,13,1,5,38.53104
3371337,172.502816710117,-43.5132868489474,9.356534349,2.814,5,2010,9,13,1,9,5.85873
3371342,172.423372045371,-43.5964902132049,9.364650741,2.974,5,2010,9,13,1,20,47.11504
3371350,172.495826801876,-43.5973963539311,9.382712734,2.599,5,2010,9,13,1,46,47.6712
3371371,172.369834720041,-43.5795405392632,9.418387238,2.611,5,2010,9,13,2,38,9.94837
3371373,171.872625213578,-43.5749370226017,9.424213557,2.172,5,2010,9,13,2,46,33.3423
3371395,171.653567057007,-43.8801164777636,9.428380657,2.238,12,2010,9,13,2,52,33.37976
3371382,172.380377632084,-43.5764743222373,9.439132775,2.656,5,2010,9,13,3,8,2.36277
3371387,172.335281610765,-43.5894547125828,9.445658843,2.956,5,2010,9,13,3,17,26.21506
3371392,172.180806933114,-43.4782385420508,9.458000272,2.58,5,2010,9,13,3,35,12.51451
3371393,172.356694285532,-43.5892880778357,9.460693865,2.277,5,2010,9,13,3,39,5.24089
3371394,171.954497801289,-43.3527595011204,9.462824581,2.724,7.4917,2010,9,13,3,42,9.33478
3371401,172.578473754769,-43.5770259702368,9.4737498,3.305,5.0505,2010,9,13,3,57,53.27369
3371402,172.133119975495,-43.4763224401281,9.476466129,2.578,6.8379,2010,9,13,4,1,47.96452
3371409,172.306596832229,-43.5517872121101,9.483570467,2.508,5,2010,9,13,4,12,1.77935
3371411,172.355386552667,-43.6169317030739,9.485103327,2.253,5,2010,9,13,4,14,14.21845
3371421,172.111916087716,-43.5929101325623,9.504087944,2.53,5,2010,9,13,4,41,34.48933
3371440,172.227961590716,-43.6171398242818,9.543286172,2.549,5,2010,9,13,5,38,1.21621
3371447,172.493073879264,-43.5590859321073,9.555518081,2.936,12,2010,9,13,5,55,38.05316
3371448,172.224811000712,-43.6047781182738,9.558496146,2.523,5,2010,9,13,5,59,55.35798
3371450,172.174590749841,-43.5730871069743,9.562180825,3.143,5,2010,9,13,6,5,13.71425
3371451,172.084697287975,-43.21432393526,9.563651929,2.989,9.0667,2010,9,13,6,7,20.81769
3371458,172.177643189019,-43.5395788861332,9.578424154,2.54,5,2010,9,13,6,28,37.13793
3371460,172.196882695151,-43.5059054805439,9.583446149,3.032,5,2010,9,13,6,35,51.03824
3371462,171.852134858752,-43.5932422884575,9.588129449,2.718,5,2010,9,13,6,42,35.67535
3371469,172.317611361002,-43.6081726718132,9.601384893,2.547,5,2010,9,13,7,1,40.94576
3371473,172.338712409536,-43.5996725647073,9.611590085,2.458,5,2010,9,13,7,16,22.6743
3371478,172.294398817086,-43.5492558227934,9.621609472,2.726,5,2010,9,13,7,30,48.34937
3371481,172.344923818836,-43.6209862436601,9.62759097,2.28,5,2010,9,13,7,39,25.15077
3371495,172.333163161728,-43.5951941337981,9.656640655,2.376,5,2010,9,13,8,21,15.04362
3371500,172.034588524552,-43.5849248620018,9.66547119,2.671,5,2010,9,13,8,33,58.00181
3371504,172.372618528135,-43.5628948628172,9.673701904,3.04,5,2010,9,13,8,45,49.13551
3371516,172.41470657473,-43.561271026759,9.694064251,3.243,12,2010,9,13,9,15,8.44225
3371514,172.146135151573,-43.5699272547836,9.694471468,4.006,7.6105,2010,9,13,9,15,43.62581
3371525,172.150457735065,-43.5751079988205,9.708882927,2.886,5,2010,9,13,9,36,28.77584
3392463,171.848980883264,-43.5733886448871,9.730512559,2.112,3,2010,9,13,10,7,37.57612
3371536,172.394927827351,-43.6248503662124,9.733920329,2.548,3,2010,9,13,10,12,32.00739
3371554,172.395190449877,-43.5734206184436,9.772151715,2.797,5,2010,9,13,11,7,35.19919
3392599,172.662328405259,-43.5720092242395,9.798377287,2.546,3,2010,9,13,11,45,21.08856
3371566,172.384979067045,-43.5830246480897,9.799025152,2.444,5,2010,9,13,11,46,17.06412
3371570,172.118682852148,-43.4523672563184,9.802958459,3.271,7.1995,2010,9,13,11,51,56.90187
3371575,172.240986498981,-43.618828437635,9.813962389,2.481,5,2010,9,13,12,7,47.64139
3371578,172.323641346683,-43.5370186516247,9.818816312,2.641,3,2010,9,13,12,14,47.02034
3371591,172.077174280499,-43.6135114342299,9.839272611,2.679,5,2010,9,13,12,44,14.44462
3371595,172.381213279271,-43.5600159901994,9.849120501,3.478,9.171,2010,9,13,12,58,25.30224
3371617,172.564247080251,-43.5928593302792,9.89352272,3.142,5,2010,9,13,14,2,21.65397
3371625,172.266130995452,-43.610107017103,9.909763288,1.975,12,2010,9,13,14,25,44.83905
3371626,172.459197811394,-43.6275631960994,9.912118566,3.203,5,2010,9,13,14,29,8.33508
3371632,172.481840790187,-43.6109525806935,9.922884188,2.666,5,2010,9,13,14,44,38.48487
3371633,172.165947355087,-43.6066717212465,9.925039055,2.555,5,2010,9,13,14,47,44.66531
3371636,172.375876838065,-43.6109866649707,9.930730772,2.709,5,2010,9,13,14,55,56.42968
3371644,172.239702625738,-43.6085317038199,9.944958861,2.226,5,2010,9,13,15,16,25.73656
3371648,172.440408384732,-43.5875822085039,9.951722152,3.405,8.4762,2010,9,13,15,26,10.08494
3371652,172.026123831701,-43.5002651543384,9.961325172,2.325,5,2010,9,13,15,39,59.78586
3371655,172.298147800704,-43.5643646631413,9.96863985,2.773,5,2010,9,13,15,50,31.774
3371668,172.028415773886,-43.2241848183262,9.991615919,2.431,10.7533,2010,9,13,16,23,36.90642
3371671,172.346160374279,-43.6119743148384,9.997311899,2.602,5,2010,9,13,16,31,49.03905
3371673,172.380989198041,-43.5564863877314,10.00158371,2.571,5,2010,9,13,16,37,58.1237
3371674,172.395408711959,-43.6250869053438,10.00412392,2.555,5,2010,9,13,16,41,37.59795
3371676,172.370923124285,-43.5628586199577,10.00855424,2.635,5,2010,9,13,16,48,0.37771
3371678,171.881059482598,-43.5754784418913,10.01272592,2.969,5,2010,9,13,16,54,0.81071
3371683,171.918868960918,-43.5743095563677,10.02138123,3.197,5,2010,9,13,17,6,28.62912
3371691,171.953515767573,-43.3424070932207,10.04010061,2.941,8.0204,2010,9,13,17,33,25.98389
3393112,172.381091334376,-43.5756860685947,10.04088126,2.933,5,2010,9,13,17,34,33.43147
3371693,172.406603926265,-43.5862342188476,10.04371745,3.889,7.7799,2010,9,13,17,38,38.47874
3371696,172.172365340255,-43.5127528028314,10.0490812,3.202,7.457,2010,9,13,17,46,21.90657
3371697,172.402565993551,-43.5800387481367,10.05092352,3.598,9.3976,2010,9,13,17,49,1.08303
3371702,172.176657452591,-43.4614840245385,10.0634312,2.556,5,2010,9,13,18,7,1.74657
3371706,172.293656735861,-43.555624104951,10.07359551,3.554,7.1868,2010,9,13,18,21,39.94269
3371710,172.387658501742,-43.5652799887193,10.08225314,2.806,5,2010,9,13,18,34,7.96268
3371723,172.358670999578,-43.5744294349063,10.10822464,3.654,5.4783,2010,9,13,19,11,31.90024
3371731,172.304141920583,-43.551097322762,10.12567767,2.66,5,2010,9,13,19,36,39.84187
3371739,172.621300804428,-43.5844468195239,10.14315879,2.675,5,2010,9,13,20,1,50.21053
3371744,172.369370699463,-43.5741284064098,10.15765632,2.503,5,2010,9,13,20,22,42.79706
3371755,172.402595973331,-43.6237471657736,10.17645154,2.912,5,2010,9,13,20,49,46.70423
3371762,172.337111743284,-43.5999424111456,10.19199371,4.29,8.3733,2010,9,13,21,12,9.54713
3371768,172.433779033623,-43.6307627592653,10.20284401,3.28,2,2010,9,13,21,27,47.01333
3371769,171.929527106252,-43.5364396403744,10.2039318,3.558,9.2804,2010,9,13,21,29,20.9982
3371779,172.202915794667,-43.5003755655745,10.22066504,3.001,5,2010,9,13,21,53,26.75004
3371789,172.156481691452,-43.4977759386688,10.23493065,3.429,8.747,2010,9,13,22,13,59.29929
3371798,172.523778149311,-43.6276671662703,10.25350373,3.154,2,2010,9,13,22,40,44.01305
3371802,172.377167688629,-43.6180143283475,10.26297571,2.637,5,2010,9,13,22,54,22.39201
3371813,172.274138494848,-43.6180065952613,10.29182927,2.537,5,2010,9,13,23,35,55.34029
3371814,172.336454136119,-43.5989125183968,10.29531854,4.271,8.7606,2010,9,13,23,40,56.81281
3371817,171.908944818876,-43.5546639699042,10.29801434,3.584,7.2461,2010,9,13,23,44,49.73032
3371837,172.400114227846,-43.498332641447,10.33979987,3.209,12,2010,9,14,0,45,0
3371840,172.389227313072,-43.6249373811048,10.34555654,3.551,8.8261,2010,9,14,0,53,17.37572
3371855,172.339736552363,-43.5817394209117,10.37722576,2.995,5,2010,9,14,1,38,53.59673
3371867,172.083172429169,-43.2011055207426,10.40113385,3.165,10.3191,2010,9,14,2,13,19.25536
3371934,172.196040530567,-43.5444345600392,10.52748333,2.979,5,2010,9,14,5,15,15.85088
3371936,172.484188378295,-43.6571094884582,10.5332713,2.778,12,2010,9,14,5,23,35.93155
3371946,171.862480552,-43.5804543452636,10.55251461,2.925,5,2010,9,14,5,51,18.55344
3371950,172.078228620562,-43.57908035761,10.56071077,2.426,5,2010,9,14,6,3,6.70152
3371984,172.183134733781,-43.5812851788286,10.63000548,2.672,5,2010,9,14,7,42,53.76448
3396549,172.467069320732,-43.6215152654096,10.63760042,2.88,5,2010,9,14,7,53,49.96719
3371991,171.908744397597,-43.5485858313245,10.64397298,2.722,15.233,2010,9,14,8,3,0.55675
3372001,172.025736715243,-43.2686958412387,10.6612551,2.675,7.6834,2010,9,14,8,27,53.73159
3372011,172.31800966213,-43.562638684001,10.67993433,2.628,5,2010,9,14,8,54,47.61681
3372040,172.184169557425,-43.4717453614859,10.73700806,2.803,7.455,2010,9,14,10,16,58.78772
3372048,172.302325614777,-43.5627338228928,10.75352768,3.155,5,2010,9,14,10,40,46.08237
3372068,171.653452884341,-43.838266014545,10.79614032,2.357,12,2010,9,14,11,42,7.81444
3372082,172.457568664396,-43.6282306176801,10.82239867,2.673,5,2010,9,14,12,19,56.53623
3372087,172.395959739144,-43.5744957641166,10.83363111,4.363,5.9967,2010,9,14,12,36,7.01907
3372092,172.423587207149,-43.5253028172913,10.84288065,3.296,5.8196,2010,9,14,12,49,26.17908
3372131,172.3885882515,-43.636770091144,10.91745943,3.084,5,2010,9,14,14,36,49.78546
3372134,172.497927305192,-43.6220764349361,10.92151521,3.67,9.0613,2010,9,14,14,42,40.20477
3372153,172.42454249465,-43.5341825997753,10.95966441,3.278,6.6981,2010,9,14,15,37,36.29559
3411350,172.161156165366,-43.5920908814472,10.96636361,2.781,12,2010,9,14,15,47,15.10721
3411414,172.169005132474,-43.4399421197041,10.98445162,2.646,5,2010,9,14,16,13,17.91122
3372169,172.169599172343,-43.4734232954339,10.99441877,2.519,5,2010,9,14,16,27,39.0728
3372172,172.411534084413,-43.5642341947095,11.00207228,2.597,13.2592,2010,9,14,16,38,40.33617
3372175,171.840502560855,-43.5608988521706,11.00760254,2.552,5,2010,9,14,16,46,38.15021
3372177,172.358900286073,-43.5891203383504,11.01190737,3.758,9.6675,2010,9,14,16,52,50.08766
3412936,171.796719412186,-43.530202212349,11.03248803,2.839,17.5841,2010,9,14,17,22,28.25705
3372197,172.380003497615,-43.5609185919047,11.04643474,3.464,8.7908,2010,9,14,17,42,33.25272
3372207,172.432694445398,-43.607490409916,11.06525271,3.255,5,2010,9,14,18,9,39.1252
3372212,172.353899449316,-43.5037081033645,11.07625366,2.499,5,2010,9,14,18,25,29.60694
3372217,172.442275296382,-43.59060652841,11.09020427,2.626,5,2010,9,14,18,45,34.93985
3372223,172.166818202604,-43.5611493739706,11.10278478,2.685,5,2010,9,14,19,3,41.89632
3372228,172.396827553014,-43.6307108348271,11.10969987,3.785,9.005,2010,9,14,19,13,39.35957
3424760,172.141646939237,-43.6029018505643,11.11461881,2.369,5,2010,9,14,19,20,44.35592
3372246,172.478268001925,-43.6159049052698,11.15201865,3.431,8.6471,2010,9,14,20,14,35.70222
3372255,172.134921732886,-43.563632610566,11.17425186,2.962,12,2010,9,14,20,46,36.65128
3372289,172.425150779038,-43.6324663202937,11.20249252,2.652,5,2010,9,14,21,27,16.64462
3372300,172.391424254535,-43.5674871666803,11.27153734,2.721,5,2010,9,14,23,6,42.11699
3372301,172.392791645799,-43.5967474376409,11.27310064,2.509,5,2010,9,14,23,8,57.18638
3372306,172.177081050786,-43.4896078376525,11.28541478,2.801,5,2010,9,14,23,26,41.1279
3372320,172.161177348214,-43.4459162846617,11.30885477,3.181,5,2010,9,15,0,0,26.34294
3372325,172.273831034281,-43.5970321500637,11.31653288,3.322,7.2595,2010,9,15,0,11,29.7319
3372330,172.273495621914,-43.6033488068526,11.32609254,3.263,6.633,2010,9,15,0,25,15.68651
3390951,172.135420910875,-43.4674821972021,11.32634754,2.553,5,2010,9,15,0,25,37.71845
3372344,172.171784386985,-43.4736100954259,11.35679089,2.659,5,2010,9,15,1,9,28.02393
3372349,172.479137710474,-43.8046757033467,11.36297192,2.453,12,2010,9,15,1,18,22.06526
3372351,172.417469048482,-43.5934272823774,11.36675007,2.58,5,2010,9,15,1,23,48.49661
3372354,172.358957427164,-43.5801556689873,11.37237919,2.645,5,2010,9,15,1,31,54.85296
3372358,172.326063249804,-43.6548921684623,11.38048698,2.221,5,2010,9,15,1,43,35.36568
3372360,172.162175002519,-43.5477576317809,11.38279318,2.608,5,2010,9,15,1,46,54.62156
3391036,172.592083171249,-43.5765168069414,11.38673687,2.494,5,2010,9,15,1,52,35.35677
3372362,172.387741627094,-43.5643983329654,11.38683877,3.719,7.0548,2010,9,15,1,52,44.16055
3372378,172.198604679985,-43.5536428019155,11.41513406,3.25,5,2010,9,15,2,33,28.87401
3372381,172.405554183378,-43.6075429120545,11.4201393,2.556,5,2010,9,15,2,40,41.32674
3372385,172.440258453893,-43.6484717324532,11.42645646,2.719,5,2010,9,15,2,49,47.12892
3372390,172.306626335133,-43.5709507976251,11.43471703,2.47,5,2010,9,15,3,1,40.84232
3372395,172.229232370762,-43.612665754534,11.44149728,2.5,5,2010,9,15,3,11,26.65593
3372409,172.392961152927,-43.624507018536,11.46432236,2.185,5,2010,9,15,3,44,18.74255
3372411,172.088933761711,-43.5810828433698,11.46997433,3.51,8.4086,2010,9,15,3,52,27.07336
3391280,172.153676689202,-43.5768959570002,11.47108582,2.847,5,2010,9,15,3,54,3.10611
3372443,172.078203337114,-43.5782970266561,11.52012307,3.345,8.2694,2010,9,15,5,4,39.92381
3392206,172.080932565834,-43.5779497772416,11.55127399,2.578,5,2010,9,15,5,49,31.36382
3372483,172.171090374417,-43.4891957356776,11.59541018,2.479,5,2010,9,15,6,53,4.73012
3372484,171.921768868899,-43.5399318850949,11.59712818,3.572,8.9708,2010,9,15,6,55,33.16565
3372486,172.359566615041,-43.5834534181773,11.60141333,2.74,5,2010,9,15,7,1,43.40228
3372491,172.359453133196,-43.5612652750904,11.60980713,2.631,5,2010,9,15,7,13,48.62744
3372505,172.180225190961,-43.6465953951209,11.63964304,2.542,5,2010,9,15,7,56,46.44967
3372508,172.376517787982,-43.596768681237,11.64512471,2.227,5,2010,9,15,8,4,40.06592
3372511,172.324616086444,-43.5473126830148,11.6535858,2.867,5,2010,9,15,8,16,51.10398
3392516,172.359162841984,-43.744556405059,11.66011064,2.602,5,2010,9,15,8,26,14.85066
3372516,172.055514398339,-43.565087972428,11.66320264,4.058,9.1807,2010,9,15,8,30,41.99899
3372517,172.375300403299,-43.568130013708,11.66601003,2.717,5,2010,9,15,8,34,44.55735
3392588,172.389886880566,-43.5504131405818,11.6699656,2.545,5,2010,9,15,8,40,26.31913
3372524,171.871110014113,-43.5591778920563,11.67921165,2.886,5,2010,9,15,8,53,45.17732
3372528,172.42508552275,-43.8264450512738,11.68733034,2.375,5,2010,9,15,9,5,26.63223
3372533,172.193742517988,-43.6358262162408,11.70051252,2.023,5,2010,9,15,9,24,25.5731
3372535,172.35591171491,-43.5836580917011,11.70522494,2.383,5,2010,9,15,9,31,12.726
3392615,172.157641986719,-43.5820287770788,11.72036676,2.385,5,2010,9,15,9,53,0.97894
3372543,172.549102062961,-43.5760779353996,11.72075943,2.633,5,2010,9,15,9,53,34.90535
3372546,172.304348203335,-43.5970042047298,11.72426356,2.942,5,2010,9,15,9,58,37.66298
3372550,172.275009664432,-43.5916569028581,11.73160747,2.137,5,2010,9,15,10,9,12.17638
3372559,171.951165267219,-43.5344695895061,11.74992897,3.082,5,2010,9,15,10,35,35.15404
3372560,172.224519976196,-43.6091507270208,11.75092058,2.642,5,2010,9,15,10,37,0.82889
3372561,172.529790068892,-43.5855596597159,11.75486235,4.313,9.4552,2010,9,15,10,42,41.39803
3372569,172.447317237386,-43.6423491960892,11.76900757,2.654,5,2010,9,15,11,3,3.54503
3372573,172.430024277803,-43.6572964515886,11.77853261,2.792,5,2010,9,15,11,16,46.50819
3372575,172.412244310775,-43.5457768135902,11.78310256,3.519,8.7625,2010,9,15,11,23,21.3521
3372576,172.375231959298,-43.6013882050862,11.78491635,2.676,5,2010,9,15,11,25,58.06359
3372592,172.461738655515,-43.6359097083554,11.81736663,2.569,5,2010,9,15,12,12,41.76797
3372593,172.213667087193,-43.6303559754631,11.81913955,2.531,5,2010,9,15,12,15,14.94783
3372597,172.181678848728,-43.5928775006621,11.82791383,2.969,5,2010,9,15,12,27,53.04608
3372603,172.412214446189,-43.6156597587177,11.83375504,2.496,5,2010,9,15,12,36,17.72665
3372613,171.846618312142,-43.5765336541973,11.8498824,2.764,5,2010,9,15,12,59,31.13036
3372626,172.26085918593,-43.630082744327,11.87207151,3.221,5,2010,9,15,13,31,28.26903
3401516,171.883304946922,-43.5597290148899,11.90023572,2.899,5,2010,9,15,14,12,1.65759
3372649,172.453493420182,-43.6432876132672,11.92157972,2.782,12.9217,2010,9,15,14,42,45.77844
3372659,171.900354172711,-43.6040200284377,11.93849305,2.662,5,2010,9,15,15,7,7.09077
3372661,172.502031656261,-43.6338130321775,11.94317643,4.487,8.7583,2010,9,15,15,13,51.73442
3401921,172.456467469152,-43.6294405431275,11.95095846,2.8,5,2010,9,15,15,25,4.10235
3372667,172.35158599776,-43.6387916071521,11.9538106,2.842,5,2010,9,15,15,29,10.52701
3372684,172.328258057455,-43.6031315687717,11.98677631,2.675,5,2010,9,15,16,16,38.76425
3372691,172.505669277524,-43.6283922485228,11.99988483,4.229,9.3942,2010,9,15,16,35,31.34042
3401993,172.485128759769,-43.5545863075242,12.00063381,3.162,12,2010,9,15,16,36,36.05179
3401999,172.532100453181,-43.5378109370465,12.00070426,3.173,12,2010,9,15,16,36,42.13934
3372692,172.457508607503,-43.637771088747,12.00345258,2.687,5,2010,9,15,16,40,39.59356
3372695,172.481499885548,-43.5170722276142,12.006403,2.61,5,2010,9,15,16,44,54.51054
3372700,172.428987198688,-43.5682013446596,12.01989515,3.413,8.5799,2010,9,15,17,4,20.2321
3372701,172.36460780819,-43.5975498103165,12.02213028,2.596,5,2010,9,15,17,7,33.34704
3372703,172.149926022046,-43.4190716059188,12.02783627,2.579,10,2010,9,15,17,15,46.34438
3372709,172.474762866284,-43.6186882531298,12.04310008,3.622,6.8866,2010,9,15,17,37,45.13805
3372715,172.49812780989,-43.596200276128,12.05564615,2.996,5,2010,9,15,17,55,49.11862
3372716,172.395349060065,-43.5699110743925,12.05732866,3.357,6.0473,2010,9,15,17,58,14.48711
3372721,171.569566578389,-43.6174246761236,12.06873437,2.662,5,2010,9,15,18,14,39.94078
3372740,172.356052248135,-43.6277995088394,12.10711724,2.642,5,2010,9,15,19,9,56.22074
3372745,172.515910853424,-43.4156363699122,12.11743278,2.908,5,2010,9,15,19,24,47.48307
3372751,172.19504499581,-43.6132423620597,12.13276614,2.906,5,2010,9,15,19,46,52.28511
3372754,172.37758790521,-43.5999157811686,12.14068524,3.173,5,2010,9,15,19,58,16.49612
3372776,171.854166840242,-43.5807139330817,12.18515096,2.646,5,2010,9,15,21,2,18.334
3372784,172.298293680206,-43.5656707162434,12.19847796,2.956,5,2010,9,15,21,21,29.78693
3372787,172.328840230118,-43.6683916051996,12.20459795,2.66,5,2010,9,15,21,30,18.55409
3372795,172.332267597682,-43.5559983569083,12.22110533,2.884,5,2010,9,15,21,54,4.79115
3402365,172.347337422139,-43.6524579986341,12.22161302,2.933,5,2010,9,15,21,54,48.65577
3372811,172.261666078976,-43.6033907140235,12.25015967,3.6,9.4105,2010,9,15,22,35,55.08664
3372816,172.159904449437,-43.4504257891712,12.2584404,3.414,8.0012,2010,9,15,22,47,50.54187
3372839,171.931377940213,-43.5367359108105,12.29688203,3.353,7.5261,2010,9,15,23,43,11.89864
3372856,172.210546363092,-43.5690454784854,12.32520533,2.705,5,2010,9,16,0,23,59.03178
3372857,172.187793885519,-43.5197668716592,12.32776219,2.594,5,2010,9,16,0,27,39.94427
3372869,172.070273266918,-43.605426707538,12.354102,2.629,5,2010,9,16,1,5,35.70358
3402499,172.447447857521,-43.636139329738,12.35517146,2.827,5,2010,9,16,1,7,8.10526
3372871,172.189633068606,-43.5768034125404,12.35691311,2.98,5,2010,9,16,1,9,38.58396
3372878,172.185376604073,-43.6015989011441,12.36982874,2.659,5,2010,9,16,1,28,14.49409
3372879,171.877317194712,-43.5649098203734,12.37160424,2.996,5,2010,9,16,1,30,47.89772
3372899,172.37034247251,-43.60230673294,12.40657418,2.683,5,2010,9,16,2,21,9.3
3372918,172.280870388335,-43.5840516537743,12.43360753,3.381,5.6572,2010,9,16,3,0,4.98155
3372924,171.851345819537,-43.5687943048726,12.44416278,2.661,5,2010,9,16,3,15,16.95521
3372927,172.243194772159,-43.6156025430803,12.45008926,3.034,5,2010,9,16,3,23,49.00317
3372940,172.172298424127,-43.5094847905812,12.47536492,2.49,5,2010,9,16,4,0,12.82046
3403362,171.85321165047,-43.5709553717472,12.48416865,3.148,5,2010,9,16,4,12,53.46194
3372957,172.175730906696,-43.572087121875,12.50669678,2.691,5,2010,9,16,4,45,19.89313
3372960,172.193801704227,-43.5340763345387,12.51287885,3.345,7.9586,2010,9,16,4,54,14.02395
3372975,172.484454899668,-43.5816037927606,12.54000983,2.97,5,2010,9,16,5,33,18.14058
3372984,172.348584373719,-43.605399322845,12.55422558,4.194,8.5514,2010,9,16,5,53,46.38084
3372986,172.331590828702,-43.6030519100136,12.55830337,3.139,5,2010,9,16,5,59,38.7023
3372990,172.162257683479,-43.6173474699435,12.56820223,3.119,5,2010,9,16,6,13,53.9635
3372998,172.3903895222,-43.547175431224,12.57930973,2.942,5,2010,9,16,6,29,53.65161
3373006,172.178955897888,-43.5036995610545,12.59688159,3.678,6.8558,2010,9,16,6,55,11.86076
3373017,172.32188650452,-43.5980177308058,12.61932732,2.605,5,2010,9,16,7,27,31.17169
3373021,172.394336765386,-43.5571693685668,12.62490357,3.76,7.568,2010,9,16,7,35,32.95973
3373023,171.906513353436,-43.5446398368607,12.63002843,2.415,5,2010,9,16,7,42,55.74714
3373029,171.879497922803,-43.5432995596178,12.64294189,2.542,12,2010,9,16,8,1,31.46998
3373056,172.142058839722,-43.4761824903343,12.69800098,3.131,7.6223,2010,9,16,9,20,48.57565
3373070,172.153173683322,-43.6184152881023,12.72874447,2.789,5,2010,9,16,10,5,4.81285
3373075,171.889368963823,-43.5679433927891,12.73795245,2.433,5,2010,9,16,10,18,20.38303
3373078,172.34911709153,-43.6030710796147,12.74527582,3.969,9.3871,2010,9,16,10,28,53.12151
3373081,172.12873815044,-43.494904580877,12.74861405,3.852,9.314,2010,9,16,10,33,41.54492
3373082,172.449168215714,-43.5445280776071,12.75025065,4.11,9.7028,2010,9,16,10,36,2.94675
3373083,172.170405767019,-43.5095161618786,12.75265513,2.814,6.6737,2010,9,16,10,39,30.69419
3373084,172.073260399033,-43.2567218536877,12.75476029,3.059,5,2010,9,16,10,42,32.57999
3373089,172.479281355943,-43.6263592942888,12.76463862,3.97,7.7633,2010,9,16,10,56,46.06761
3373091,172.481231823353,-43.6242979029827,12.76565817,4.305,7.3945,2010,9,16,10,58,14.15694
3373093,172.216053527599,-43.6095885605383,12.77032125,2.649,5,2010,9,16,11,4,57.04689
3373094,172.394378797593,-43.6065307451263,12.77226912,2.592,5,2010,9,16,11,7,45.34274
3373095,172.479115245031,-43.6167907972503,12.77313879,3.516,8.742,2010,9,16,11,9,0.48247
3373096,172.469478860952,-43.6265307465992,12.77696993,3.058,5,2010,9,16,11,14,31.49304
3373101,172.59038355961,-43.5918028557228,12.7831306,3.177,5,2010,9,16,11,23,23.7752
3404805,172.45846318127,-43.6279647896591,12.78339485,2.772,5,2010,9,16,11,23,46.60562
3373106,172.464343893058,-43.631358451004,12.79257695,2.441,5,2010,9,16,11,36,59.93938
